"dog_id","cslb_active_6mo","cslb_avoid","cslb_date","cslb_defecate_6mo","cslb_find_food","cslb_food_6mo","cslb_other_changes","cslb_pace","cslb_pace_6mo","cslb_recognize","cslb_recognize_6mo","cslb_score","cslb_stare","cslb_stare_6mo","cslb_stuck","cslb_walk_walls"
7596,4,3,"2020-11-17",3,2,3,"Mimi seems less eager to climb and jump on rocks, benches, or other objects in the park, but I suspect this is due to some joint problems rather than any cognitive changes. She is also less likely to come when called, even for food, especially from another room, but, again, I suspect that this is due to encroaching hearing loss rather than cognitive changes; she responds to visual cues as enthusiastically as ever.",1,3,1,3,40,3,3,1,1
70206,4,2,"2020-11-04",1,1,1,"She has become more affectionate toward people in our family and close group of friends, and has become more likely to seek pets or sit close to or on people. She has developed an extremely high prey drive, as well as excellent tracking skills. She has also become more leash-reactive toward both people and dogs; she barks immediately when she sees anyone. ",2,1,1,3,29,1,3,1,1
43890,3,1,"2020-11-05",3,1,3,NA,1,3,1,3,36,3,3,1,1
60989,3,1,"2020-12-01",3,2,3,NA,1,3,1,3,35,1,3,1,1
67136,4,3,"2020-12-04",3,3,3,"No big changes in thinking, just back pain getting worse.",2,3,1,3,41,2,3,1,1
74374,3,1,"2020-11-08",3,1,3,NA,1,3,1,3,34,1,3,1,1
68262,3,1,"2020-11-05",3,2,3,"He seems to either ignore us more when we call (perhaps jealous with the presence of a new puppy and the loss of an older dog) or may be going deaf. He's always been a smart and responsive dog.",1,3,1,3,35,1,3,1,1
64629,4,5,"2020-12-01",3,1,3,"""She has grown from a puppy to adult in the last 6 months and we have noticed she has gotten...smarter? more observant. She knows when we put our socks and shoes on that means we are getting ready to leave so she gets puppy dog eyes and sits by the door asking to come with. she understands more verbal cues and commands now, like """"lets go upstairs"""" and """"go get the toy"""" etc. """,1,3,1,3,39,1,3,1,1
9363,2,2,"2020-11-04",1,1,1,"No",2,1,1,1,19,1,1,1,1
81914,3,1,"2020-11-17",3,1,3,"There have been no changes in the past 6 months.",1,3,1,3,34,1,3,1,1
56662,4,1,"2020-11-14",3,1,3,NA,1,3,1,3,35,1,3,1,1
17372,3,1,"2020-11-08",3,1,3,"No",1,3,1,3,34,1,3,1,1
89530,2,4,"2020-12-18",3,1,3,"Seems to be more engaged with her toys.  When we rescued her, she didn't seem to understand how to play.",4,3,1,3,39,1,3,1,1
64209,4,3,"2020-11-10",3,1,3,"She remains alert and fully involved at daycare.  She would alllmost certainly be more active if I were.  ",1,3,1,3,37,1,3,1,1
80471,3,1,"2020-11-04",3,1,3,"The same.",1,3,1,3,34,1,3,1,1
81889,3,1,"2020-12-05",3,1,3,"Opal is a bit more vocal, but otherwise normal. :D",1,3,1,3,38,5,3,1,1
85072,2,1,"2020-11-14",3,3,4,NA,3,3,1,3,43,4,4,1,1
77446,3,3,"2020-11-06",3,1,3,"More demanding when she wants to play.",1,3,1,3,36,1,3,1,1
83345,4,3,"2020-11-04",3,1,3,"Sometimes needs a verbal cue to fetch a toy during play.",1,3,1,3,37,1,3,1,1
25950,4,1,"2020-12-02",2,2,3,NA,1,3,1,3,35,1,3,1,1
87219,2,2,"2020-11-30",3,2,3,"He is a puppy so I think, in general, he's learning and improving rather than showing decline.   ",2,3,1,3,36,1,3,1,1
48859,3,1,"2020-12-05",3,1,3,NA,1,3,1,3,34,1,3,1,1
80448,3,1,"2020-11-30",3,1,3,NA,1,3,1,3,34,1,3,1,1
81360,3,5,"2020-12-06",3,1,3,"Ever since the pandemic, with all of us being home, Luke has become more comfortable with everyone in the household.  The noises and activity don't bother him as much.",1,3,2,3,39,1,3,1,1
73088,3,1,"2020-11-06",3,1,3,"Has become slightly more prone to aggressive reactions towards one of our other 2 dogs. ",1,3,1,3,34,1,3,1,1
56923,3,1,"2020-12-07",3,1,3,"no",1,3,1,3,34,1,3,1,1
39435,4,2,"2020-11-05",3,1,3,"Bites a lot on his feet for no apparent reason ",1,3,1,3,37,2,3,1,1
37136,3,1,"2020-11-08",4,1,3,NA,1,3,1,3,35,1,3,1,1
74121,4,4,"2020-11-04",3,1,3,NA,1,3,1,3,38,1,3,1,1
48166,3,1,"2020-11-05",3,1,3,"He is just amazing,so sharp for six years old.",1,3,1,3,34,1,3,1,1
8476,3,1,"2020-11-05",3,1,3,"He is now over a year old and has stopped barking at people he is used to have coming up to the house. ie: mail carrier, fedex guy.",1,3,1,3,34,1,3,1,1
73379,3,1,"2020-12-05",3,1,3,"She has taken to crawling under our bed. Behavior not seen for 8 years. But may be a reaction to 2 new dogs in the house. 1.5yr  old female and 3yr old male. She has trouble figuring out how to play with them and takes on a supervisor role when they do.",1,3,1,3,34,1,3,1,1
90874,3,1,"2020-11-27",3,1,3,NA,1,3,1,3,34,1,3,1,1
7763,3,1,"2020-11-15",3,2,3,"She's slowed down a bit, but she's a little older.",3,3,2,3,46,4,3,4,3
70544,3,1,"2020-11-08",3,1,3,NA,1,3,1,3,34,1,3,1,1
52040,4,1,"2020-11-06",3,2,3,"She doesn't ask or want to play fetch with her ball which was her absolute passion in life.  I think she still has and interest because her ears go up and she looks alert when we mention her ball.",1,3,1,3,36,1,3,1,1
1486,2,2,"2020-11-04",3,1,3,NA,1,3,1,3,34,1,3,1,1
64521,2,1,"2020-11-04",3,1,3,"he's less anxious about his place in the household, but that was expected. He's more bold about his requests for attention or play/interaction, Also expected.",1,3,1,3,33,1,3,1,1
71076,4,1,"2020-12-01",3,2,3,"Stays inside with us more",1,3,1,3,36,1,3,1,1
38826,4,1,"2020-11-06",3,2,3,NA,1,3,1,3,41,4,3,3,1
89843,3,1,"2020-12-07",3,1,3,NA,1,3,1,3,34,1,3,1,1
44847,4,1,"2020-12-25",4,2,3,NA,5,3,2,3,47,5,4,1,1
29343,3,1,"2020-11-05",3,2,3,"None.",1,3,1,3,35,1,3,1,1
46696,3,1,"2020-11-05",3,1,3,"No, she is still the same ",1,3,1,3,34,1,3,1,1
68718,3,1,"2020-11-06",3,1,3,"Due to covid I go  out less and haven't worked so Holly misses  seeing my friends.She is very happy when I take her into stores so she can greet all the other customers",1,3,1,3,34,1,3,1,1
33056,2,1,"2020-11-06",1,1,3,NA,3,2,1,3,32,1,3,1,1
32321,2,5,"2020-11-04",1,2,3,"She is developing cataract but moves freely in our home and outdoors at her own will (doggie doors).  Her teeth are bad but the cost to remove them is beyond my budget",1,3,1,3,36,1,3,1,1
34374,4,3,"2020-11-04",3,2,3,"Nope!",1,3,2,3,40,2,3,1,1
6001,3,1,"2020-11-05",3,1,3,NA,1,3,1,3,34,1,3,1,1
39452,3,1,"2020-11-04",2,1,3,"Deuce is sharper in noticing local wildlife - birds, lizards, coyotes, etc.",1,3,1,3,33,1,3,1,1
9216,3,1,"2020-11-04",3,1,3,NA,1,3,1,3,35,1,3,1,2
21974,5,1,"2020-11-08",3,3,4,"She definitely has problems with bumping into objects but difficult to determine if related to cognitive decline or loss of vision in one eye.  She still likes to go for walks but the energy of a Jack Russell has slowed way down.  I started working from home since March and when I leave now she does appear very anxious when I return and can bee seen walking in circles on camera-again not sure if related to anxiety or cognitive decline.",1,3,1,3,40,1,3,1,1
73999,3,2,"2020-11-14",3,2,3,"N/A",1,3,1,3,37,2,3,1,1
71827,3,1,"2020-11-04",3,1,3,"None",1,3,1,3,34,1,3,1,1
81704,3,1,"2020-11-05",3,1,3,"No",1,3,1,3,34,1,3,1,1
84841,1,5,"2020-11-26",1,1,3,NA,1,3,1,3,34,1,3,1,1
30236,4,1,"2020-12-17",3,1,3,"Chloe wouldn't have much to do with our new puppy (year old now), but now she wants to be closer to her, licks her occasionally,  sleeps with her, and plays with her. She has increased her activity level. About a year and a half ago, Chloe's best bud (another beagle she grew up with) passed away. Since then Chloe had been in a depressive mood, not active at all and sleeping a lot more. We were hoping another playmate would help and it did, but it took a while.",1,3,1,3,40,5,4,1,1
17580,3,1,"2020-11-14",3,1,3,NA,2,3,1,3,35,1,3,1,1
84167,1,4,"2020-11-29",3,1,3,"Bosley doesn't like to be petted by most people.  He is fine with me and my boyfriend, but when other people try to pet him he generally ducks away.",1,3,1,3,35,1,3,1,1
16238,3,1,"2020-12-07",3,1,3,"she tends to be more anxious if I am out of sight and we are at a relatives home (in our home she is perfectly fine) it is only outside of home where she tends to whine and get anxious at her not being able to physical lay eyes on me",1,3,1,3,34,1,3,1,1
26369,4,1,"2020-11-05",3,1,3,"He ha always been fine with strangers but recently has become enamored with them, e.g., taking his frisbee to them or sidling next to them for petting. This is unusual for a) a working dog, and b) this particular breed.",5,3,1,3,41,3,3,1,1
36903,2,1,"2020-11-07",3,1,3,NA,1,3,2,3,34,1,3,1,1
9404,3,1,"2020-12-02",3,1,3,NA,1,3,1,3,34,1,3,1,1
34474,3,2,"2020-11-24",1,1,1,"His back isn't in great shape and sometimes he gets a wild hair and tries to jump up onto high places where we always have to help him up. ",1,3,1,1,24,1,3,2,1
30224,5,1,"2020-11-15",4,1,3,"GiGi has cbd and takes her meds with great gusto. She has a collapsed trachea and gags and her heart feels as if she has 'hiccups'. Her Vet M. D and cardio specialist say she registers 2-4. Annually, she's had her teeth cleaned under anesthesia for at least 9 years, and I clean her teeth every week. I hope she's a candidate for something that'll help her live longer. Thanks for what you're doing to help Puppy-girl GiGi and humans too. ",1,3,1,3,40,4,3,1,1
79236,4,3,"2020-11-06",3,1,3,"NO",1,3,1,3,37,1,3,1,1
91459,2,1,"2020-12-07",3,2,3,NA,1,3,1,3,34,1,3,1,1
54501,3,3,"2020-11-04",5,1,3,"""Josie is almost obsessed with following the squirrels in the trees outside and often """"forgets"""" to do her business when before she was not as coginizant of them. She is always the first one to sound the alert if bear or deer come through the yard or if the Fed Ex truck even drives down the road and doesn't stop here. She jumps up on my lap now and seems generally more alert and aware of her environment, where before she just followed her """"older sister"""" (no direct relationship, just the next oldest dog) and played with her constantly. """,1,3,1,3,39,1,3,2,1
67451,3,1,"2020-11-04",3,1,3,"He has started spending more time in different rooms by himself, in which he previously showed no interest. ",1,3,2,3,35,1,3,1,1
16831,3,1,"2020-11-04",3,1,3,"No",1,3,1,3,34,1,3,1,1
67944,3,1,"2020-11-10",3,1,3,"No change. ",1,3,1,3,34,1,3,1,1
19807,3,1,"2020-11-05",3,2,3,"No. He's almost 11 and so far, so good.",1,3,1,3,35,1,3,1,1
71469,3,1,"2020-11-04",3,1,3,"None noted.",1,3,1,3,34,1,3,1,1
50369,3,1,"2020-11-24",3,1,3,NA,1,3,1,3,34,1,3,1,1
86253,3,1,"2020-11-17",3,2,3,NA,1,3,1,3,38,4,3,1,1
53573,3,1,"2020-11-13",1,1,1,"Nope",1,1,1,1,18,1,1,1,1
85055,3,5,"2020-11-05",3,2,3,"None that I can think of",5,3,1,3,43,1,3,1,1
74056,3,1,"2020-11-14",3,2,3,"Snuggles is still very active for her age. It depends on how her hip feels as to what her activity level is for the day. She still runs and jumps and plays fetch.",1,3,1,3,35,1,3,1,1
66410,3,1,"2020-11-09",3,1,3,NA,1,3,1,3,34,1,3,1,1
3390,4,1,"2020-11-06",3,1,3,NA,1,3,1,3,35,1,3,1,1
66618,3,2,"2020-11-25",3,1,3,"No changes. Izzy became a father in December and his puppy born December 28, 2019 is now 11 months old. Izzy and the pup spend most days and nights together. There is a bit of anxiousness (faster breathing, looking around, etc.) when Izzy is not with the puppy - more for the puppy then Izzy but noticeable at first. ",1,3,1,3,35,1,3,1,1
41328,2,1,"2020-11-17",3,1,3,"He has had hearing loss after a round of ear infections and treatment. He is less aware of noises and activity in the home.",1,3,1,3,33,1,3,1,1
68947,3,1,"2020-11-07",3,1,3,"No he is very smart and 2 years old. He doesnt care for anything overhead like tree work, roofing or drones.",1,3,1,3,34,1,3,1,1
78677,1,1,"2020-11-10",3,1,3,NA,1,3,1,3,32,1,3,1,1
60677,3,1,"2020-11-05",3,2,3,"Ace seems pretty much the same.",1,3,1,3,36,2,3,1,1
62953,2,3,"2020-11-04",1,3,3,NA,2,3,3,3,39,2,3,1,1
88456,3,1,"2020-11-07",3,2,3,"Fearful behavior (avoiding people and other dogs, garbage trucks, buses, children) may be slightly more pronounced",1,3,1,3,35,1,3,1,1
45276,3,1,"2020-12-11",3,1,3,"He is more anxious due to living in an apartment complex instead of a house with a yard",1,3,1,3,34,1,3,1,1
83670,3,1,"2020-11-30",3,1,3,"No changes over the past 6 months.",1,3,1,3,34,1,3,1,1
67690,3,1,"2020-11-18",3,1,3,"Has become more hard-of-hearing. Otherwise, alert and active for her age. ",1,3,1,3,34,1,3,1,1
90013,4,1,"2020-11-30",3,3,3,"She seems slower to process information. Routine activities like going outside to potty she sometimes needs coaxing.",4,4,1,3,43,3,3,1,1
90497,3,1,"2020-11-14",3,1,3,NA,1,3,1,3,34,1,3,1,1
77629,2,2,"2020-11-05",1,1,3,"she listens and follows directions much more than 6 months ago",5,3,1,1,34,4,1,4,1
12595,4,4,"2020-11-04",4,2,3,"Six months ago I was able to teach her several new tricks and obtain an AKC Novice Trick Dog title. That would no longer be possible, as she does not seem to be able to associate new cues with behaviors, and often stares instead of responding when given well trained former cues. ",5,5,1,3,52,5,5,1,1
59721,3,1,"2020-12-06",3,1,3,"No",1,3,1,3,34,1,3,1,1
14323,3,1,"2020-11-04",3,1,3,"No changes, thankfully. She is active and alert, plays with other dogs and recognizes all her friends that have treats for her.",1,3,1,3,34,1,3,1,1
39519,3,1,"2020-12-09",3,1,3,"A couple times she has not heard or reacted to us when we come up behind her and say her name (it was when she was looking toward the sliding glass door where she had just seen us a minute before.",1,3,1,3,34,1,3,1,1
72367,1,1,"2020-12-04",3,1,3,"I have a new puppy and Mattea and the puppy play A LOT!",1,3,1,3,32,1,3,1,1
16448,3,1,"2020-11-14",3,1,3,"None",5,3,3,4,43,1,3,1,1
26663,3,1,"2020-11-05",3,1,3,"He is more pushy with seeking petting and getting more excited by petting.  ",1,3,2,3,36,2,3,1,1
23309,3,1,"2020-12-11",3,1,3,"She is faster at understanding and picks up language cues quickly.",1,3,1,3,34,1,3,1,1
65912,3,1,"2020-11-25",3,1,3,NA,1,3,1,3,34,1,3,1,1
1196,3,1,"2020-11-14",3,1,3,"NA",1,3,1,3,34,1,3,1,1
84489,3,1,"2020-11-05",3,1,3,"Our dog is only 8 months old at the time of this survey.  He's not over stimulated by everything anymore.  ",2,3,1,3,35,1,3,1,1
13149,3,1,"2020-11-05",3,2,3,NA,3,2,1,3,39,2,3,1,3
83311,3,1,"2020-11-15",3,1,3,"Our other dog just died a week ago. Izzy has shown signs of sadness and looks for her.",1,3,1,3,34,1,3,1,1
18103,2,1,"2020-11-04",3,1,3,NA,1,3,1,3,33,1,3,1,1
19553,3,1,"2020-11-11",3,1,3,NA,1,3,1,3,34,1,3,1,1
1258,3,1,"2020-11-04",3,1,3,"He remains intelligent, alert & social.  No cognitive changes so far, except for one episode of what was diagnosed as idiopathic old dog syndrome that resolved within 24 hours last winter. See medical records.",1,3,1,3,34,1,3,1,1
51220,3,1,"2020-11-08",3,1,3,"I have not noticed an differences in Hue' thinking or information processing in the last 6 months.  ",1,3,1,3,34,1,3,1,1
51377,2,3,"2020-11-25",3,1,3,NA,1,3,1,3,35,1,3,1,1
37129,2,1,"2020-11-04",3,1,3,"Being only 14 months old, she has changed through the normal maturation process",1,3,1,3,33,1,3,1,1
62511,3,1,"2020-11-05",3,1,3,"No change",1,3,1,3,34,1,3,1,1
46139,3,1,"2020-12-12",3,1,3,NA,1,3,1,3,34,1,3,1,1
90099,3,1,"2020-12-08",3,3,3,NA,1,3,1,3,36,1,3,1,1
89933,3,3,"2020-11-12",3,2,3,"Fenrir has become a little more snuggly with me and my boyfriend. He still doesn't snuggle for long, but he does now come up on the couch with us and also on the bed for up to 30minutes. that's a big improvement from when we first adopted him :).",2,1,1,3,36,1,3,1,1
44031,3,1,"2020-11-09",3,1,3,"N/A - in regards to one of the above questions: our bulldog  only runs into walls/doors if distracted (ie watching us throw a ball and running before he sees where the ball goes or where he is in relation to the door ) ",1,3,1,3,35,1,3,1,2
725,2,1,"2020-11-04",3,2,3,"His problem-solving skills are improving, I think because he has more life experience from which to draw.  It is not a dramatic increase, but, since we do nosework training, I can see the progression of his understanding of how things work in the physical world, in particular.  ",1,3,1,3,34,1,3,1,1
79299,3,3,"2020-11-15",3,2,3,NA,1,3,1,3,37,1,3,1,1
70765,3,1,"2020-11-09",3,1,3,NA,1,3,1,3,35,2,3,1,1
87930,3,1,"2020-12-02",3,1,3,"Occasionally she seems to take longer processing smells on our walks, she seems more devoted to the smells than previously. ",1,3,1,3,34,1,3,1,1
61777,3,1,"2020-11-09",3,1,3,"none that I can think of",1,3,1,3,34,1,3,1,1
29347,3,2,"2020-12-16",1,1,3,"I have had Stella around her sister since Day 1, she interacts with her sister, Luna, who is the same age and from the same litter. They play and cuddle everyday and often.  ",2,3,1,3,35,2,3,1,1
35073,3,1,"2020-11-06",3,2,3,NA,3,3,1,3,38,2,3,1,1
51675,3,1,"2020-11-16",3,1,3,"no",1,3,1,3,34,1,3,1,1
53166,3,1,"2020-11-18",3,1,3,"She is a little mellower, as in paying more attention to me and my commands. She is more adult and less high energy puppy.",1,3,1,3,34,1,3,1,1
81812,3,1,"2020-11-15",1,1,3,NA,1,2,1,3,32,2,3,1,1
90530,3,3,"2020-12-22",3,2,3,"No",2,3,1,3,42,4,4,1,1
91234,4,1,"2020-11-26",3,1,3,"No",1,3,1,3,35,1,3,1,1
85914,3,1,"2020-11-20",3,1,3,"My puppy is eight months old and I have no idea how he behaved at two months although I was told by breeder that he was always busy which befits the behavior of a corgi.",1,3,1,3,34,1,3,1,1
28973,3,1,"2020-12-06",3,1,3,"Nothing observed",1,3,1,3,34,1,3,1,1
57453,3,1,"2020-12-01",3,1,3,NA,1,3,1,3,34,1,3,1,1
19854,3,4,"2020-11-05",3,2,3,NA,4,3,2,3,46,3,3,2,2
76598,3,1,"2020-11-06",3,1,3,NA,1,3,1,3,34,1,3,1,1
87165,3,3,"2020-11-08",3,2,3,"No current changes have occurred",2,3,1,3,39,2,3,1,1
87819,3,1,"2020-12-15",3,1,3,"no",1,3,1,3,34,1,3,1,1
35351,3,4,"2020-11-04",3,1,3,NA,1,3,1,3,37,1,3,1,1
44365,3,1,"2020-11-06",3,1,3,NA,1,3,1,3,34,1,3,1,1
40843,3,1,"2020-11-28",3,1,3,"no",1,3,1,3,34,1,3,1,1
1487,3,1,"2020-11-16",3,2,3,"This observation that I'm sharing is a change we've seen over the last year: He tires more easily and less interested in interactions with other young dogs.  He will meet them and allow them to jump on him, but he doesn't always respond in a reciprocal play manner.  He is not aggressive but will simply move away.",1,3,1,3,35,1,3,1,1
34462,3,1,"2020-11-04",3,1,3,"caoimhe is very smart to find her westpaw tug 0f war toy..you tell  her to find her green toy and she goes right after it",3,3,1,3,37,2,3,1,1
48335,3,1,"2020-11-28",3,1,3,NA,1,3,1,3,34,1,3,1,1
42357,3,1,"2020-11-05",3,1,3,"When the pandemic started she was very exited that we were home all the time and would constantly try to play while we were working. Now, she's used to us being home and knows that just because we are home, that doesn't mean we can just play all day. I feel bad that she can't understand why we can't play all day while we work. Being home used to mean playtime for her.",1,3,1,3,34,1,3,1,1
68840,2,1,"2020-12-05",1,1,3,"Tucker is slightly more jealous of the cat.  He thinks he should sleep on the bed too, though he just tries now and then.  At the beginning I don't think he had ever seen a cat and was (rightly) a little scared of her.  She is 16 and has handled many previous dogs. Now, now and then he chases her but. only in fun. He is getting much better at seeing other dogs on walks.  He used to bark and lunge at them.  Because he gets a treat every time he passes a dog peacefully, now he looks out for dogs and when he finds one looks at me for his reward.",1,3,1,3,31,1,3,1,1
87533,3,1,"2020-11-30",5,2,3,"As Vince has grown older he plays less & has less/no interest in toys,",4,3,1,3,42,1,3,1,3
51722,2,4,"2020-11-09",3,1,3,"Sadie was one of 3 dogs in our home. She is quiet and reserved for the most part. We put our oldest dog down in March due to severe arthritis in his spine, and he was usually the center of attention. Since he is gone, Sadie seems to be coming out more, seeks attention more and is more active than she was when Bear was with us.  ",1,3,1,3,36,1,3,1,1
82930,3,1,"2020-12-06",3,1,3,"He has learned to open doors and drawers. On walks he has learned how to get his own feet untangled from the leash.",1,3,1,3,34,1,3,1,1
60460,4,1,"2020-11-06",3,1,3,NA,1,3,2,2,33,1,3,1,1
89563,3,1,"2020-12-14",3,1,3,"Conri is a 5 month old puppy so he is still growing, exploring the world, and doing all things puppy.  He is extremely active with his litter mate sister.  They are non stop and take much needed naps during the day.  At night, they are so tired they sleep for 7-8 hours!",1,3,1,3,34,1,3,1,1
41836,2,2,"2020-11-04",3,2,3,NA,1,3,1,3,35,1,3,1,1
6807,2,1,"2020-11-15",3,1,3,"She has not had any seizures in 2 months.  She is more engaged in play.",1,3,1,3,31,1,1,1,1
88120,3,3,"2020-12-01",3,1,3,"Now that Teddy is getting older he is a little more clingy. He always wants us nearby so he is either near me or my husband.",1,3,1,3,36,1,3,1,1
72393,3,1,"2020-11-07",3,1,3,"none",1,3,1,3,34,1,3,1,1
83531,3,1,"2020-11-07",3,2,3,"no change",1,3,1,3,36,2,3,1,1
32093,4,3,"2020-11-14",3,1,3,NA,1,3,1,3,37,1,3,1,1
56873,3,1,"2020-11-09",4,1,3,"She seems more driven by her nose than she used to both out in the yard and in the kitchen. ",3,4,1,3,38,1,3,1,1
32236,3,1,"2020-11-05",3,1,3,NA,1,3,1,3,34,1,3,1,1
86341,3,1,"2020-11-24",3,1,3,NA,1,3,1,3,34,1,3,1,1
51129,3,3,"2020-11-24",3,1,3,"No",1,3,1,1,30,1,3,1,1
44458,3,1,"2020-12-02",3,1,3,"Finley is now 3 years old and seems to be much calmer. Her most marked behavioral change is during play. About once a month she spends the weekend in VT at our mountain home and my brother brings his 8 year old male dog (a 75lb pit bull rescue mix). They have been playing this way in VT since Finley was a puppy. The weekend would be nonstop crazy play, and all out running and chasing in the expansive field. However, this last trip Finley was more sedate as was Freddie (the pit bull mix). The two still played the same way, but the activity was in shorter bursts and with less energy. The two dogs spent more time wandering separately in the field and forest sniffing, than they spent playing. However, the amount of time Finley spent playing in and around the pond was still the same.",1,3,1,3,35,1,3,2,1
88657,3,1,"2020-12-03",3,1,3,NA,1,3,1,3,34,1,3,1,1
8164,4,1,"2020-11-04",3,1,3,"We can tell she's getting older, but she still has her occasional zoomies.",1,3,1,3,35,1,3,1,1
82632,3,4,"2020-11-24",3,2,3,"No. He is the same",1,3,1,3,38,1,3,1,1
48680,3,2,"2020-11-24",3,1,3,NA,1,3,1,3,35,1,3,1,1
37581,4,1,"2020-11-04",3,2,4,"He seems to sleep a lot more and sometimes is hard to wake up.",1,3,1,3,38,1,3,1,1
10932,3,4,"2020-11-14",3,2,3,NA,1,3,1,3,38,1,3,1,1
22187,2,1,"2020-11-14",3,1,3,"He is more selective with commands he wants to follow. ",1,3,1,3,33,1,3,1,1
53227,4,2,"2020-11-11",3,2,3,"N/A.  No changes noted besides activity level in the last 6 months.",4,3,1,3,43,4,3,1,1
21483,3,1,"2020-11-11",3,1,3," ",1,3,1,3,34,1,3,1,1
6118,3,1,"2020-11-16",3,1,3,NA,1,3,1,3,34,1,3,1,1
53176,3,1,"2020-11-08",3,1,3,"None",1,3,1,3,34,1,3,1,1
16211,3,1,"2020-12-07",3,1,3,"He's about the same with the young dogs that we watch, just some days he might rest a little more if they play hard.",2,3,1,3,36,2,3,1,1
84525,3,1,"2020-11-10",3,1,3,"No",1,3,1,3,34,1,3,1,1
11101,3,1,"2020-11-05",3,1,3,NA,2,3,1,3,35,1,3,1,1
4730,4,1,"2020-11-04",3,2,3,"None",1,3,1,3,36,1,3,1,1
14433,2,4,"2020-11-04",3,2,3,NA,1,3,1,3,41,3,3,3,1
17617,4,1,"2020-11-06",3,1,3,"""Sometime I thought he's a genius, then he proved that it was just a fluke. LOL After 11.5 years I realized that he """"trained"""" well! """,1,3,1,3,35,1,3,1,1
67041,2,1,"2020-11-17",3,1,3,"He is becoming more confident and less afraid to explore new things. He is a very submissive, low confidence dog but his confidence is improving. Love watching him blossom.",1,3,1,3,33,1,3,1,1
87143,4,2,"2020-11-05",3,1,3,"She will decide to stay home sometimes instead of going with us and our other pup.  It's usually because it is hot out or because her paws hurt.",1,3,1,3,36,1,3,1,1
92177,3,1,"2020-12-18",3,1,3,NA,1,3,1,3,34,1,3,1,1
88567,3,2,"2020-11-07",3,1,3,"none",1,3,1,3,36,2,3,1,1
49054,4,4,"2020-11-28",1,5,3,NA,1,1,1,3,36,1,1,1,1
89207,3,1,"2020-12-17",3,1,3,NA,1,3,1,3,34,1,3,1,1
557,3,1,"2020-12-18",3,2,4,"My dog is still pretty much with it and smart. Sometimes he misses a treat I'm holding in my hand if it's dark in the room but other than that no issues. ",1,3,1,3,37,1,3,1,1
59016,3,1,"2020-11-06",3,1,3,"My dog is settling in.  She is much more in tune with me.  I think that is just maturing.",1,3,1,3,34,1,3,1,1
71910,3,1,"2020-11-04",3,1,3,NA,1,3,1,3,34,1,3,1,1
13615,3,2,"2020-11-24",4,2,3,NA,1,3,1,3,38,1,3,2,1
64789,2,1,"2020-11-15",3,1,3,"We've observed that he seems to recognize more words, now that my partner and I are home much more often due to the pandemic.",1,3,1,3,34,1,3,2,1
8827,3,1,"2020-11-04",3,1,3,NA,3,3,1,3,37,2,3,1,1
81520,3,1,"2020-11-17",3,2,3,NA,1,3,1,3,35,1,3,1,1
41582,4,2,"2020-11-05",3,1,3,"nothing in his processing.  some changes only physical",1,3,1,3,36,1,3,1,1
83053,3,1,"2020-11-25",3,1,3,"nope",1,3,1,3,34,1,3,1,1
62337,3,3,"2020-11-30",3,1,3,NA,1,3,1,3,36,1,3,1,1
30491,3,2,"2020-11-05",3,1,3,NA,1,3,1,3,35,1,3,1,1
37264,3,1,"2020-11-04",3,1,3,"No she seems to be the same ",1,3,1,3,34,1,3,1,1
18823,3,1,"2020-11-04",3,1,3,NA,1,3,1,3,34,1,3,1,1
9909,4,2,"2020-11-16",4,2,3,NA,1,3,2,3,41,2,3,1,2
80357,3,2,"2020-12-07",3,1,3,"No",1,3,1,3,35,1,3,1,1
11086,3,1,"2020-11-05",3,1,3,"Nothing of note at this time.  ",1,3,1,3,34,1,3,1,1
58503,3,2,"2020-11-05",2,1,1,"no",1,1,1,1,26,4,1,4,1
4642,3,1,"2020-11-13",3,1,3,NA,1,3,1,3,34,1,3,1,1
69338,3,1,"2020-11-05",3,3,3,NA,1,3,1,3,36,1,3,1,1
33394,2,2,"2020-11-05",3,2,3,NA,5,4,1,3,44,4,4,1,1
83173,4,2,"2020-11-05",3,1,3,"No.  The question on urinating/defecating where he shouldn't made no sense.  It hasn't changed because he doesn't do it at all.  You didn't ask the frequency question for that behavior.",1,3,1,3,38,3,3,1,1
65751,3,1,"2020-12-07",3,1,3,"Have not observed any changes.",1,3,1,3,34,1,3,1,1
72568,3,2,"2020-11-05",3,2,3,"none",1,3,1,3,36,1,3,1,1
85241,3,2,"2020-11-04",3,1,3,"She seems to be a little more social at the Dog park. ",1,3,1,3,35,1,3,1,1
83876,3,2,"2020-11-15",3,1,3,"Archie has learned more commands and tricks, as well as responds better to verbal cues and signals then he did 6 months ago.",1,3,1,3,35,1,3,1,1
35567,3,1,"2020-11-04",3,2,3,NA,4,3,1,3,44,4,3,2,3
7476,3,2,"2020-11-04",3,1,3,"N/A",1,3,1,3,35,1,3,1,1
12697,3,1,"2020-11-04",3,1,3,"None. ",1,3,1,3,34,1,3,1,1
90334,3,1,"2020-11-29",3,2,3,"Occasionally when I call Angel inside the house she initially looks for me in the wrong direction. If I call again she comes right away. ",3,4,1,3,42,4,4,1,1
87028,3,1,"2020-12-22",3,1,3,"I have not noticed any changes",1,3,1,3,34,1,3,1,1
3508,4,1,"2020-12-04",3,1,3,NA,1,3,1,3,35,1,3,1,1
