"dog_id","hs_condition","hs_condition_cause_other_description","hs_condition_is_congenital","hs_condition_other_description","hs_condition_type","hs_diagnosis_month","hs_diagnosis_year","hs_eye_condition_cause","hs_follow_up_ongoing","hs_neurological_condition_vestibular_disease_type","hs_required_surgery_or_hospitalization"
51104,1216,NA,"False",NA,12,7,2020,NA,"False",99,2
51104,1616,NA,"False",NA,16,6,2005,NA,"False",NA,4
51104,1630,NA,"False",NA,16,6,2005,NA,"False",NA,2
51104,1701,NA,"False",NA,17,1,2016,NA,"False",NA,4
51104,1703,NA,"False",NA,17,1,2007,NA,"False",NA,4
51104,1704,NA,"False","Multivitamin",17,1,2017,NA,"False",NA,4
51104,1801,NA,"False",NA,18,11,2016,NA,"False",NA,1
17037,305,NA,"False",NA,3,7,2020,NA,"False",NA,1
17037,307,NA,"False",NA,3,7,2020,NA,"False",NA,1
17037,1798,NA,"False","organic garden fertilizer",17,4,2019,NA,"False",NA,4
1922,412,NA,"False",NA,4,4,2017,NA,"False",NA,4
1922,414,NA,"False",NA,4,4,2017,NA,"False",NA,4
50804,298,NA,"False","infection ",2,8,2020,NA,"False",NA,4
50804,405,NA,"False",NA,4,6,2015,NA,"False",NA,4
50804,408,NA,"False",NA,4,6,2015,NA,"False",NA,4
50804,1801,NA,"False",NA,18,11,2019,NA,"False",NA,4
550,1640,NA,"False",NA,16,4,2017,NA,"False",NA,4
49642,432,NA,"False",NA,4,6,2020,NA,"False",NA,4
37794,304,NA,"False",NA,3,1,2020,NA,"False",NA,4
37794,305,NA,"False",NA,3,1,2020,NA,"False",NA,4
37794,307,NA,"False",NA,3,1,2020,NA,"False",NA,4
37794,1198,NA,"False","damaged hip",11,3,2014,NA,"False",NA,3
88373,304,NA,"False",NA,3,7,2020,NA,"False",NA,1
88373,1217,NA,"False",NA,12,1,2015,NA,"True",NA,4
15246,304,NA,"False",NA,3,6,2012,NA,"False",NA,4
15246,1205,NA,"False",NA,12,6,2016,NA,"False",NA,4
10388,104,NA,"False",NA,1,6,2015,NA,"True",NA,4
10388,426,NA,"False",NA,4,5,2018,NA,"False",NA,4
10388,712,NA,"False",NA,7,2,2018,NA,"False",NA,4
10388,1634,NA,"False",NA,16,5,2017,NA,"False",NA,4
36342,202,NA,"False",NA,2,1,2020,NA,"True",NA,4
36342,1304,NA,"False",NA,13,10,2018,NA,"True",NA,4
6761,306,NA,"False",NA,3,9,2014,NA,"False",NA,4
6761,428,NA,"False",NA,4,9,2016,NA,"False",NA,4
6761,510,NA,"False",NA,5,9,2018,NA,"False",NA,4
6761,709,NA,"False",NA,7,9,2014,NA,"True",NA,4
52873,1801,NA,"False",NA,18,9,2016,NA,"False",NA,1
37386,1105,NA,"False",NA,11,11,2019,NA,"True",NA,1
37386,1112,NA,"False",NA,11,7,2019,NA,"True",NA,4
37386,1198,NA,"False","Meniscus tear ",11,5,2020,NA,"True",NA,1
59630,1017,NA,"False",NA,10,12,2019,NA,"False",NA,1
59630,NA,NA,"False",NA,11,NA,NA,NA,NA,NA,NA
42382,415,NA,"False",NA,4,1,2017,NA,"False",NA,4
42382,1105,NA,"False",NA,11,4,2019,NA,"False",NA,1
92417,205,NA,"False",NA,2,8,2020,NA,"False",NA,4
92417,304,NA,"False",NA,3,10,2020,NA,"False",NA,1
92417,305,NA,"False",NA,3,10,2020,NA,"False",NA,1
92417,1703,NA,"False",NA,17,8,2019,NA,"False",NA,4
9015,915,"hystorectomy - takes Proin","False",NA,9,8,2014,NA,"False",NA,4
9015,1798,NA,"False","Concerta (kid's ADHD medicine) - gave Hydrogen Peroxide to induce vomiting",17,10,2018,NA,"False",NA,4
81136,498,NA,"False","Seasonal skin allergies ",4,10,2016,NA,"False",NA,4
81136,1605,NA,"False",NA,16,5,2015,NA,"False",NA,4
81136,1812,NA,"False",NA,18,9,2017,NA,"False",NA,1
61031,205,NA,"False",NA,2,7,2018,NA,"False",NA,4
61031,304,NA,"False",NA,3,7,2019,NA,"False",NA,4
61031,305,NA,"False",NA,3,7,2018,NA,"False",NA,1
61031,307,NA,"False",NA,3,7,2018,NA,"False",NA,4
61031,407,NA,"False",NA,4,1,2012,NA,"False",NA,4
61031,423,NA,"False",NA,4,9,2012,NA,"False",NA,4
61031,504,NA,"False",NA,5,6,2019,NA,"False",NA,4
61031,809,NA,"False",NA,8,1,2018,NA,"False",NA,4
21018,714,NA,"False",NA,7,5,2019,NA,"False",NA,2
21018,798,NA,"False","HGE",7,11,2019,NA,"False",NA,4
21018,916,NA,"False",NA,9,8,2017,NA,"False",NA,4
74604,304,NA,"False",NA,3,8,2020,NA,"False",NA,4
74604,306,NA,"False",NA,3,8,2020,NA,"False",NA,4
74604,313,NA,"False",NA,3,5,2008,NA,"False",NA,4
74604,407,NA,"False",NA,4,8,2020,NA,"True",NA,4
74604,410,NA,"False",NA,4,8,2020,NA,"True",NA,4
74604,411,NA,"False",NA,4,8,2020,NA,"True",NA,4
55000,202,NA,"False",NA,2,10,2020,NA,"False",NA,4
55000,1105,NA,"False",NA,11,7,2019,NA,"False",NA,3
43634,304,NA,"False",NA,3,2,2020,NA,"True",NA,4
43634,1798,NA,"False","sodium hydroxide (she licked a stray drain cleaner crystal)",17,12,2014,NA,"False",NA,4
43634,1812,NA,"False",NA,18,6,2020,NA,"False",NA,4
58942,1598,NA,"True","Hip Dysplasia",15,11,2015,NA,"True",NA,4
58942,1106,NA,"False",NA,11,11,2015,NA,"True",NA,4
28342,304,NA,"False",NA,3,1,2020,NA,"False",NA,1
34680,313,NA,"False",NA,3,4,2014,NA,"True",NA,4
34680,1708,NA,"False",NA,17,10,2017,NA,"False",NA,4
10393,1622,NA,"False",NA,16,11,2019,NA,"False",NA,4
10393,1801,NA,"False",NA,18,6,2020,NA,"False",NA,4
68004,101,NA,"False",NA,1,1,2019,5,"True",NA,4
68004,102,NA,"False",NA,1,9,2016,NA,"True",NA,4
68004,103,NA,"False",NA,1,9,2016,NA,"True",NA,4
71564,410,NA,"False",NA,4,1,2014,NA,"False",NA,4
71564,426,NA,"False",NA,4,1,2014,NA,"False",NA,4
5496,306,NA,"False",NA,3,5,2020,NA,"True",NA,1
5496,1706,NA,"False",NA,17,6,2017,NA,"False",NA,4
71387,203,NA,"False",NA,2,6,2010,NA,"False",NA,4
71387,205,NA,"False",NA,2,6,2020,NA,"False",NA,4
71387,304,NA,"False",NA,3,6,2010,NA,"False",NA,4
71387,305,NA,"False",NA,3,6,2015,NA,"False",NA,1
71387,428,NA,"False",NA,4,6,2010,NA,"False",NA,1
71387,504,NA,"False",NA,5,9,2019,NA,"False",NA,4
71387,608,NA,"False",NA,6,5,2020,NA,"False",NA,4
71387,710,NA,"False",NA,7,5,2017,NA,"False",NA,2
71387,1113,NA,"False",NA,11,9,2019,NA,"False",NA,4
71387,1634,NA,"False",NA,16,6,2007,NA,"False",NA,4
71387,1701,NA,"False",NA,17,2,2010,NA,"False",NA,2
71387,1703,NA,"False",NA,17,3,2019,NA,"False",NA,2
72570,304,NA,"False",NA,3,1,2020,NA,"False",NA,4
72570,305,NA,"False",NA,3,1,2017,NA,"False",NA,1
72570,307,NA,"False",NA,3,1,2017,NA,"False",NA,4
72570,1801,NA,"False",NA,18,1,2017,NA,"False",NA,4
57072,1637,NA,"False",NA,16,11,2015,NA,"False",NA,4
57072,1701,NA,"False",NA,17,10,2018,NA,"False",NA,4
30133,305,NA,"False",NA,3,7,2017,NA,"False",NA,1
30133,408,NA,"False",NA,4,11,2020,NA,"False",NA,4
30133,708,NA,"False",NA,7,5,2020,NA,"True",NA,4
45043,1801,NA,"False",NA,18,5,2013,NA,"False",NA,4
43859,430,NA,"False",NA,4,1,2019,NA,"False",NA,4
43859,1634,NA,"False",NA,16,3,2020,NA,"False",NA,4
7569,102,NA,"True",NA,1,8,2020,NA,"True",NA,1
7569,201,NA,"True",NA,2,1,2017,NA,"False",NA,4
7569,398,NA,"True","Overbite",3,11,2016,NA,"False",NA,4
7569,1598,NA,"True","Degenetive ccl",15,2,2019,NA,"False",NA,3
7569,102,NA,"False",NA,1,7,2020,NA,"True",NA,1
7569,310,NA,"False",NA,3,11,2016,NA,"False",NA,4
7569,1105,NA,"False",NA,11,2,2019,NA,"False",NA,3
64118,198,NA,"False","Pupil gets bigger than other ",1,8,2019,NA,"False",NA,4
64118,1601,NA,"False",NA,16,8,2019,NA,"False",NA,4
64118,1627,NA,"False",NA,16,8,2019,NA,"True",NA,4
87443,101,NA,"False",NA,1,9,2018,99,"True",NA,4
87443,103,NA,"False",NA,1,9,2018,NA,"True",NA,4
87443,1105,NA,"False",NA,11,11,2017,NA,"False",NA,3
87443,1817,NA,"False",NA,18,10,2020,NA,"False",NA,1
63379,504,NA,"True",NA,5,6,2012,NA,"False",NA,4
63379,116,NA,"False",NA,1,8,2014,NA,"True",NA,4
63379,198,NA,"False","Episcleritis",1,8,2014,NA,"False",NA,4
63379,430,NA,"False",NA,4,7,2012,NA,"False",NA,4
63379,504,NA,"False",NA,5,6,2012,NA,"False",NA,4
63379,1698,NA,"False","mange",16,7,2012,NA,"False",NA,4
63379,1710,NA,"False","heart worm",17,9,2012,NA,"False",NA,4
42656,305,NA,"False",NA,3,1,2015,NA,"False",NA,1
42656,1104,NA,"False",NA,11,1,2015,NA,"False",NA,4
42656,1113,NA,"False",NA,11,1,2015,NA,"False",NA,4
62825,411,NA,"False",NA,4,1,2020,NA,"False",NA,4
62825,423,NA,"False",NA,4,2,2019,NA,"True",NA,4
62825,1117,NA,"False",NA,11,1,2015,NA,"False",NA,4
62825,1198,NA,"False","Doctor suspects orthopedic/hip problems",11,7,2020,NA,"True",NA,4
62825,1605,NA,"False",NA,16,1,2017,NA,"False",NA,4
62825,1616,NA,"False",NA,16,2,2018,NA,"False",NA,4
62825,1637,NA,"False",NA,16,2,2017,NA,"False",NA,4
62825,1898,NA,"False","Hematoma muscle injury from fall",18,7,2016,NA,"False",NA,4
75006,1801,NA,"False",NA,18,9,2020,NA,"False",NA,4
26322,298,NA,"False","canine version of COPD",2,10,2018,NA,"True",NA,4
26322,410,NA,"False",NA,4,9,2015,NA,"False",NA,4
26322,426,NA,"False",NA,4,10,2018,NA,"False",NA,4
26322,604,NA,"False",NA,6,12,2017,NA,"True",NA,4
26322,1701,NA,"False",NA,17,12,2019,NA,"False",NA,4
82167,1622,NA,"False",NA,16,5,2018,NA,"False",NA,4
82167,1634,NA,"False",NA,16,5,2018,NA,"False",NA,4
82167,1637,NA,"False",NA,16,5,2018,NA,"False",NA,4
9095,311,NA,"False",NA,3,5,2018,NA,"False",NA,1
9095,1617,NA,"False",NA,16,1,2018,NA,"False",NA,4
9905,1198,NA,"True","She has a degenerative disc disorder",11,3,2019,NA,"True",NA,4
9905,1198,NA,"False","I have not heard her call it anything other than a bad back.",11,3,2019,NA,"True",NA,4
55927,712,NA,"False",NA,7,6,2012,NA,"True",NA,4
85483,103,NA,"False",NA,1,7,2020,NA,"True",NA,4
72699,705,NA,"False",NA,7,10,2019,NA,"False",NA,4
72699,898,NA,"False","elevated liver enzymes",8,12,2013,NA,"False",NA,4
84667,306,NA,"False",NA,3,7,2019,NA,"False",NA,4
69564,1110,NA,"False",NA,11,3,2020,NA,"True",NA,4
69564,1614,NA,"False",NA,16,2,2020,NA,"False",NA,4
86751,104,NA,"False",NA,1,6,2018,NA,"True",NA,4
86751,305,NA,"False",NA,3,5,2020,NA,"False",NA,1
86751,306,NA,"False",NA,3,5,2020,NA,"True",NA,1
4892,1605,NA,"False",NA,16,8,2018,NA,"False",NA,4
67893,306,NA,"False",NA,3,10,2017,NA,"False",NA,4
67893,1701,NA,"False",NA,17,10,2018,NA,"True",NA,2
90627,1119,NA,"False",NA,11,3,2018,NA,"True",NA,4
90627,1605,NA,"False",NA,16,12,2017,NA,"False",NA,4
90627,1614,NA,"False",NA,16,6,2018,NA,"False",NA,4
90627,1701,NA,"False",NA,17,12,2018,NA,"False",NA,4
92110,116,NA,"False",NA,1,3,2017,NA,"True",NA,4
92110,202,NA,"False",NA,2,12,2020,NA,"True",NA,4
92110,205,NA,"False",NA,2,12,2019,NA,"False",NA,4
92110,426,NA,"False",NA,4,3,2010,NA,"True",NA,4
92110,712,NA,"False",NA,7,8,2020,NA,"True",NA,4
92110,1113,NA,"False",NA,11,1,2020,NA,"True",NA,4
77809,1001,NA,"True",NA,10,8,2018,NA,"False",NA,1
77809,203,NA,"False",NA,2,6,2020,NA,"False",NA,4
77809,1617,NA,"False",NA,16,2,2018,NA,"False",NA,4
77809,1634,NA,"False",NA,16,1,2018,NA,"False",NA,4
18358,306,NA,"False",NA,3,3,2020,NA,"False",NA,4
4204,304,NA,"False",NA,3,8,2016,NA,"True",NA,1
31697,304,NA,"False",NA,3,5,2019,NA,"False",NA,1
31697,1813,NA,"False",NA,18,7,2020,NA,"False",NA,4
85689,304,NA,"False",NA,3,7,2016,NA,"False",NA,4
68730,1110,NA,"False",NA,11,12,2018,NA,"False",NA,1
68730,1216,NA,"False",NA,12,5,2019,NA,"False",1,2
68730,1803,NA,"False",NA,18,6,2018,NA,"False",NA,4
68730,1898,NA,"False","broken tooth due to eating a rock",18,2,2014,NA,"False",NA,1
65915,498,NA,"False","Seasonal allergies. Benadryl caused her to throw up and she was hospitalized for rehydration.",4,9,2019,NA,"False",NA,2
65915,1605,NA,"False",NA,16,3,2020,NA,"False",NA,4
65915,1801,NA,"False",NA,18,10,2020,NA,"False",NA,4
64691,202,NA,"False",NA,2,1,2020,NA,"False",NA,4
64691,208,NA,"False",NA,2,10,2019,NA,"False",NA,1
64691,305,NA,"False",NA,3,4,2019,NA,"False",NA,1
64691,306,NA,"False",NA,3,4,2019,NA,"False",NA,1
64691,405,NA,"False",NA,4,4,2009,NA,"True",NA,4
64691,423,NA,"False",NA,4,4,2009,NA,"True",NA,4
64691,426,NA,"False",NA,4,4,2009,NA,"True",NA,4
64691,606,NA,"False",NA,6,9,2019,NA,"False",NA,4
64691,607,NA,"False",NA,6,8,2019,NA,"False",NA,4
64691,705,NA,"False",NA,7,11,2020,NA,"False",NA,4
64691,809,NA,"False",NA,8,5,2020,NA,"False",NA,2
64691,1113,NA,"False",NA,11,5,2020,NA,"False",NA,4
64691,1634,NA,"False",NA,16,5,2015,NA,"False",NA,4
64691,1801,NA,"False",NA,18,1,2011,NA,"False",NA,4
64691,1802,NA,"False",NA,18,4,2016,NA,"False",NA,4
44966,104,NA,"False",NA,1,11,2014,NA,"True",NA,4
44966,198,NA,"False","corneal abrasion",1,5,2014,NA,"False",NA,4
44966,304,NA,"False",NA,3,8,2013,NA,"True",NA,4
44966,305,NA,"False",NA,3,6,2019,NA,"True",NA,3
44966,427,NA,"False",NA,4,8,2017,NA,"True",NA,4
44966,428,NA,"False",NA,4,8,2017,NA,"True",NA,3
44966,504,NA,"False",NA,5,9,2013,NA,"True",NA,4
44966,1215,NA,"False",NA,12,2,2015,NA,"True",NA,4
44966,1407,NA,"False",NA,14,11,2013,NA,"True",NA,2
44966,1904,NA,"False",NA,19,11,2013,NA,"True",NA,2
10880,304,NA,"False",NA,3,2,2017,NA,"False",NA,2
10880,426,NA,"False",NA,4,12,2019,NA,"False",NA,4
20736,423,NA,"False",NA,4,2,2020,NA,"True",NA,4
20736,428,NA,"False",NA,4,1,2018,NA,"True",NA,4
28485,1810,NA,"False",NA,18,7,2010,NA,"False",NA,1
28485,1813,NA,"False",NA,18,4,2020,NA,"False",NA,1
28485,1817,NA,"False",NA,18,10,2019,NA,"False",NA,4
15158,313,NA,"False",NA,3,10,2016,NA,"False",NA,4
15158,411,NA,"False",NA,4,12,2016,NA,"False",NA,4
26357,102,NA,"False",NA,1,9,2018,NA,"True",NA,4
26357,304,NA,"False",NA,3,4,2016,NA,"True",NA,4
26357,706,NA,"False",NA,7,1,2020,NA,"True",NA,4
26357,1898,NA,"False","she was attacked by my sons dog ",18,3,2020,NA,"False",NA,4
61262,108,NA,"False",NA,1,7,2018,NA,"False",NA,4
61262,311,NA,"False",NA,3,7,2017,NA,"False",NA,1
61262,706,NA,"False",NA,7,6,2019,NA,"False",NA,4
61262,713,NA,"False",NA,7,1,2019,NA,"False",NA,4
61262,1617,NA,"False",NA,16,5,2017,NA,"False",NA,4
61262,1801,NA,"False",NA,18,4,2017,NA,"False",NA,4
9480,304,NA,"False",NA,3,1,2017,NA,"True",NA,1
9480,305,NA,"False",NA,3,1,2017,NA,"True",NA,1
9480,307,NA,"False",NA,3,1,2017,NA,"True",NA,1
9480,406,NA,"False",NA,4,3,2016,NA,"True",NA,4
9480,1617,NA,"False",NA,16,5,2010,NA,"False",NA,4
47287,202,NA,"False",NA,2,2,2005,NA,"False",NA,4
30029,1626,NA,"False",NA,16,6,2011,NA,"False",NA,4
35645,102,NA,"False",NA,1,1,2018,NA,"False",NA,4
35645,201,NA,"False",NA,2,1,2019,NA,"False",NA,4
35645,914,NA,"False",NA,9,6,2007,NA,"False",NA,1
35645,916,NA,"False",NA,9,6,2019,NA,"False",NA,4
35645,1113,NA,"False",NA,11,6,2018,NA,"False",NA,4
35645,1205,NA,"False",NA,12,6,2020,NA,"False",NA,4
35645,1701,NA,"False",NA,17,12,2009,NA,"False",NA,4
90328,1804,NA,"False",NA,18,9,2016,NA,"False",NA,4
90328,NA,NA,"False",NA,7,NA,NA,NA,NA,NA,NA
1621,512,NA,"False",NA,5,2,2020,NA,"True",NA,4
35031,1098,NA,"False","Spay in continence ",10,1,2019,NA,"False",NA,4
35031,1117,NA,"False",NA,11,5,2019,NA,"False",NA,4
35031,1616,NA,"False",NA,16,9,2018,NA,"False",NA,4
35031,1708,NA,"False",NA,17,11,2020,NA,"False",NA,4
80842,202,NA,"False",NA,2,11,2020,NA,"True",NA,4
80842,415,NA,"False",NA,4,11,2020,NA,"True",NA,4
87786,1798,NA,"False","Sago palm & lantana plant leaves",17,8,2020,NA,"False",NA,4
32783,605,NA,"False",NA,6,9,2020,NA,"True",NA,4
7362,109,NA,"False",NA,1,11,2019,NA,"False",NA,1
7362,205,NA,"False",NA,2,3,2020,NA,"False",NA,4
7362,411,NA,"False",NA,4,1,2012,NA,"False",NA,4
7362,428,NA,"False",NA,4,1,2016,NA,"False",NA,1
7362,1216,NA,"False",NA,12,3,2018,NA,"False",99,4
7362,1630,NA,"False",NA,16,11,2009,NA,"False",NA,4
91095,1622,NA,"False",NA,16,9,2020,NA,"False",NA,4
91095,1634,NA,"False",NA,16,9,2020,NA,"False",NA,4
16087,203,NA,"False",NA,2,11,2016,NA,"False",NA,4
16087,1617,NA,"False",NA,16,3,2017,NA,"False",NA,4
16087,1709,NA,"False",NA,17,5,2017,NA,"False",NA,2
34017,305,NA,"False",NA,3,8,2018,NA,"False",NA,1
34017,306,NA,"False",NA,3,8,2018,NA,"False",NA,1
34017,1113,NA,"False",NA,11,1,2020,NA,"False",NA,4
34017,1119,NA,"False",NA,11,1,2020,NA,"False",NA,4
34017,1801,NA,"False",NA,18,4,2016,NA,"False",NA,4
84728,306,NA,"False",NA,3,9,2020,NA,"True",NA,4
84728,1798,NA,"False","xyllitol (he ate a package of Trident gum)",17,3,2019,NA,"False",NA,2
89462,202,NA,"False",NA,2,7,2020,NA,"False",NA,4
89462,304,NA,"False",NA,3,6,2020,NA,"False",NA,1
89462,305,NA,"False",NA,3,6,2020,NA,"False",NA,1
89462,313,NA,"False",NA,3,8,2011,NA,"False",NA,4
89462,NA,NA,"False",NA,4,NA,NA,NA,NA,NA,NA
92262,304,NA,"False",NA,3,11,2020,NA,"True",NA,4
92262,1817,NA,"False",NA,18,4,2017,NA,"False",NA,4
70168,498,NA,"False","don't remember",4,8,2017,NA,"False",NA,4
4300,304,NA,"False",NA,3,6,2019,NA,"False",NA,4
4300,432,NA,"False",NA,4,6,2016,NA,"False",NA,4
4300,706,NA,"False",NA,7,9,2017,NA,"False",NA,4
39377,304,NA,"False",NA,3,11,2019,NA,"False",NA,1
39377,307,NA,"False",NA,3,11,2019,NA,"False",NA,1
6222,708,NA,"False",NA,7,12,2019,NA,"False",NA,4
10098,905,NA,"True",NA,9,7,2020,NA,"True",NA,4
10098,432,NA,"False",NA,4,1,2018,NA,"False",NA,4
10098,905,NA,"False",NA,9,7,2020,NA,"True",NA,4
10098,1105,NA,"False",NA,11,7,2020,NA,"True",NA,3
10098,1106,NA,"False",NA,11,7,2020,NA,"True",NA,4
10098,1112,NA,"False",NA,11,7,2020,NA,"True",NA,3
10098,1113,NA,"False",NA,11,7,2020,NA,"True",NA,4
10098,1117,NA,"False",NA,11,7,2020,NA,"True",NA,4
10098,1817,NA,"False",NA,18,5,2019,NA,"False",NA,4
10098,1898,NA,"False","Scratch by other animal (rat) on nose",18,3,2020,NA,"False",NA,4
1595,916,NA,"False",NA,9,7,2020,NA,"True",NA,4
57519,303,NA,"True",NA,3,4,2018,NA,"False",NA,3
57519,305,NA,"False",NA,3,4,2018,NA,"False",NA,3
57519,310,NA,"False",NA,3,4,2018,NA,"False",NA,3
57519,1605,NA,"False",NA,16,6,2018,NA,"False",NA,4
23530,205,NA,"False",NA,2,8,2019,NA,"False",NA,4
23530,809,NA,"False",NA,8,9,2011,NA,"False",NA,2
23530,1198,NA,"False","herniated disk",11,8,2018,NA,"False",NA,4
23530,1898,NA,"False","Herniated Disk",18,8,2018,NA,"True",NA,4
9273,1801,NA,"False",NA,18,10,2018,NA,"False",NA,2
57550,1098,NA,"True","undesended testicle",10,9,2013,NA,"False",NA,3
57550,426,NA,"False",NA,4,4,2020,NA,"True",NA,4
57550,498,NA,"False","Pruritis",4,4,2020,NA,"True",NA,4
57550,713,NA,"False",NA,7,2,2019,NA,"False",NA,3
57550,1898,NA,"False","Blunt force trama",18,7,2014,NA,"False",NA,3
1019,914,NA,"False",NA,9,6,2019,NA,"False",NA,4
1019,1601,NA,"False",NA,16,6,2011,NA,"False",NA,4
1019,1605,NA,"False",NA,16,5,2016,NA,"False",NA,4
1019,1617,NA,"False",NA,16,8,2010,NA,"False",NA,4
36759,304,NA,"False",NA,3,4,2015,NA,"True",NA,2
36759,305,NA,"False",NA,3,4,2015,NA,"True",NA,3
87023,428,NA,"False",NA,4,1,2013,NA,"False",NA,4
87023,1622,NA,"False",NA,16,1,2018,NA,"False",NA,4
36694,1617,NA,"False",NA,16,5,2020,NA,"False",NA,4
45331,198,NA,"False","extensive eye matter",1,11,2016,NA,"True",NA,4
45331,202,NA,"False",NA,2,11,2016,NA,"True",NA,4
58121,1109,NA,"False",NA,11,10,2005,NA,"False",NA,4
58121,1118,NA,"False",NA,11,3,2005,NA,"False",NA,4
58121,1205,NA,"False",NA,12,2,2019,NA,"False",NA,4
58121,1627,NA,"False",NA,16,7,2020,NA,"False",NA,4
70445,1801,NA,"False",NA,18,3,2018,NA,"False",NA,4
70445,1812,NA,"False",NA,18,1,2018,NA,"False",NA,4
44007,412,NA,"False",NA,4,6,2018,NA,"True",NA,4
70866,202,NA,"False",NA,2,7,2005,NA,"True",NA,4
70866,405,NA,"False",NA,4,8,2016,NA,"False",NA,4
70866,412,NA,"False",NA,4,3,2015,NA,"False",NA,4
70866,424,NA,"False",NA,4,9,2020,NA,"False",NA,4
70866,705,NA,"False",NA,7,6,2016,NA,"False",NA,4
70866,712,NA,"False",NA,7,2,2015,NA,"False",NA,4
70866,1198,NA,"False","Strained shoulder tendon",11,10,2017,NA,"False",NA,1
70866,1601,NA,"False",NA,16,4,2020,NA,"False",NA,4
88782,202,NA,"False",NA,2,10,2018,NA,"False",NA,4
88782,412,NA,"False",NA,4,5,2017,NA,"False",NA,4
88782,1802,NA,"False",NA,18,12,2017,NA,"False",NA,4
88782,1804,NA,"False",NA,18,9,2015,NA,"False",NA,4
4180,305,NA,"False",NA,3,7,2017,NA,"False",NA,1
4180,306,NA,"False",NA,3,7,2017,NA,"False",NA,1
4180,415,NA,"False",NA,4,4,2018,NA,"False",NA,4
4180,421,NA,"False",NA,4,9,2019,NA,"True",NA,4
4180,708,NA,"False",NA,7,6,2018,NA,"False",NA,4
4180,1609,NA,"False",NA,16,6,2015,NA,"False",NA,4
4180,1617,NA,"False",NA,16,7,2016,NA,"False",NA,4
4180,1622,NA,"False",NA,16,6,2015,NA,"False",NA,4
4180,1634,NA,"False",NA,16,6,2016,NA,"False",NA,4
14468,305,NA,"False",NA,3,6,2019,NA,"False",NA,1
14468,410,NA,"False",NA,4,9,2015,NA,"True",NA,4
14468,426,NA,"False",NA,4,9,2015,NA,"True",NA,4
14468,1817,NA,"False",NA,18,4,2020,NA,"False",NA,4
89034,1630,NA,"False",NA,16,5,2018,NA,"False",NA,4
79356,1598,NA,"True","OCD of right shoulder",15,2,2017,NA,"False",NA,1
79356,1105,NA,"False",NA,11,2,2020,NA,"False",NA,1
79356,1114,NA,"False",NA,11,2,2017,NA,"False",NA,1
60199,304,NA,"False",NA,3,6,2020,NA,"False",NA,4
60199,305,NA,"False",NA,3,6,2020,NA,"False",NA,1
60199,1111,NA,"False",NA,11,5,2018,NA,"True",NA,4
60199,1312,NA,"False",NA,13,5,2018,NA,"True",NA,4
34275,1628,NA,"False",NA,16,3,2017,NA,"False",NA,4
34275,1811,NA,"False",NA,18,3,2020,NA,"False",NA,4
64600,504,NA,"False",NA,5,11,2018,NA,"True",NA,4
75758,412,NA,"False",NA,4,2,2014,NA,"False",NA,4
75758,430,NA,"False",NA,4,2,2014,NA,"False",NA,4
75758,705,NA,"False",NA,7,10,2020,NA,"True",NA,4
75758,914,NA,"False",NA,9,11,2013,NA,"True",NA,4
75758,915,"urethral sphincter mechanism incompetence","False",NA,9,10,2016,NA,"True",NA,4
75758,916,NA,"False",NA,9,7,2015,NA,"False",NA,4
75758,1015,NA,"False",NA,10,4,2013,NA,"False",NA,4
75758,1701,NA,"False",NA,17,12,2015,NA,"False",NA,4
75758,1703,NA,"False",NA,17,4,2020,NA,"False",NA,4
75758,1798,NA,"False","fertilizer",17,6,2016,NA,"False",NA,4
40126,102,NA,"False",NA,1,1,2018,NA,"True",NA,4
40126,1110,NA,"False",NA,11,1,2015,NA,"True",NA,4
48863,1598,NA,"True","IVDD",15,9,2005,NA,"True",NA,3
48863,201,NA,"False",NA,2,8,2017,NA,"True",NA,4
48863,304,NA,"False",NA,3,3,2017,NA,"True",NA,1
48863,305,NA,"False",NA,3,3,2017,NA,"True",NA,1
48863,307,NA,"False",NA,3,3,2017,NA,"True",NA,4
48863,898,NA,"False","Hepatopathy",8,7,2018,NA,"True",NA,4
48863,1111,NA,"False",NA,11,9,2009,NA,"False",NA,2
25933,206,NA,"False",NA,2,3,2018,NA,"False",NA,3
25933,209,NA,"False",NA,2,6,2006,NA,"True",NA,4
25933,1110,NA,"False",NA,11,2,2018,NA,"True",NA,4
11723,304,NA,"False",NA,3,7,2019,NA,"False",NA,4
11723,305,NA,"False",NA,3,7,2009,NA,"False",NA,1
11723,404,NA,"False",NA,4,1,2019,NA,"True",NA,4
11723,405,NA,"False",NA,4,1,2019,NA,"True",NA,4
11723,504,NA,"False",NA,5,7,2019,NA,"True",NA,4
11723,512,NA,"False",NA,5,7,2020,NA,"True",NA,4
11723,705,NA,"False",NA,7,3,2019,NA,"True",NA,4
11723,1305,NA,"False",NA,13,7,2019,NA,"True",NA,4
11723,1312,NA,"False",NA,13,7,2017,NA,"True",NA,4
71229,304,NA,"False",NA,3,7,2019,NA,"True",NA,4
71229,428,NA,"False",NA,4,8,2017,NA,"True",NA,4
71229,432,NA,"False",NA,4,5,2016,NA,"True",NA,4
71229,914,NA,"False",NA,9,3,2019,NA,"False",NA,4
71229,1634,NA,"False",NA,16,11,2015,NA,"False",NA,4
17220,405,NA,"False",NA,4,7,2020,NA,"False",NA,4
64685,809,NA,"False",NA,8,3,2020,NA,"True",NA,4
64685,1640,NA,"False",NA,16,6,2019,NA,"True",NA,4
